# Time (s),Altitude (m),Vertical velocity (m/s),Drag coefficient (),Air density (g/cm³),Mach number (),Reference area (cm²)
13.735,2113.7646,107.0612,0.4724,0.001,0.3274,124.6898
13.7375,2114.0323,107.0281,0.4724,0.001,0.3273,124.6898
13.74,2114.2998,106.9951,0.4724,0.001,0.3272,124.6898
13.7425,2114.5672,106.962,0.4724,0.001,0.3271,124.6898
13.745,2114.8346,106.929,0.4723,0.001,0.327,124.6898
13.7475,2115.1019,106.8959,0.4723,0.001,0.3269,124.6898
13.75,2115.3691,106.8629,0.4723,0.001,0.3268,124.6898
13.7525,2115.6362,106.8298,0.4723,0.001,0.3267,124.6898
13.755,2115.9032,106.7968,0.4723,0.001,0.3266,124.6898
13.7575,2116.1702,106.7638,0.4723,0.001,0.3265,124.6898
13.76,2116.437,106.7308,0.4723,0.001,0.3264,124.6898
13.7625,2116.7038,106.6977,0.4723,0.001,0.3263,124.6898
13.765,2116.9705,106.6647,0.4722,0.001,0.3262,124.6898
13.7675,2117.2372,106.6317,0.4722,0.001,0.3261,124.6898
13.77,2117.5037,106.5987,0.4722,0.001,0.326,124.6898
13.7725,2117.7701,106.5657,0.4722,0.001,0.3259,124.6898
13.775,2118.0365,106.5327,0.4722,0.001,0.3259,124.6898
13.7775,2118.3028,106.4997,0.4722,0.001,0.3258,124.6898
13.78,2118.569,106.4667,0.4722,0.001,0.3257,124.6898
13.7825,2118.8351,106.4338,0.4722,0.001,0.3256,124.6898
13.785,2119.1012,106.4008,0.4721,0.001,0.3255,124.6898
13.7875,2119.3671,106.3678,0.4721,0.001,0.3254,124.6898
13.79,2119.633,106.3348,0.4721,0.001,0.3253,124.6898
13.7925,2119.8988,106.3019,0.4721,0.001,0.3252,124.6898
13.795,2120.1645,106.2689,0.4721,0.001,0.3251,124.6898
13.7975,2120.4302,106.236,0.4721,0.001,0.325,124.6898
13.8,2120.6957,106.203,0.4721,0.001,0.3249,124.6898
13.8025,2120.9612,106.1701,0.4721,0.001,0.3248,124.6898
13.805,2121.2266,106.1371,0.472,0.001,0.3247,124.6898
13.8075,2121.4919,106.1042,0.472,0.001,0.3246,124.6898
13.81,2121.7571,106.0712,0.472,0.001,0.3245,124.6898
13.8125,2122.0222,106.0383,0.472,0.001,0.3244,124.6898
13.815,2122.2873,106.0054,0.472,0.001,0.3243,124.6898
13.8175,2122.5523,105.9725,0.472,0.001,0.3242,124.6898
13.82,2122.8171,105.9395,0.472,0.001,0.3241,124.6898
13.8225,2123.0819,105.9066,0.472,0.001,0.324,124.6898
13.825,2123.3467,105.8737,0.4719,0.001,0.3239,124.6898
13.8275,2123.6113,105.8408,0.4719,0.001,0.3238,124.6898
13.83,2123.8759,105.8078,0.4719,0.001,0.3237,124.6898
13.8325,2124.1404,105.7749,0.4719,0.001,0.3236,124.6898
13.835,2124.4048,105.742,0.4719,0.001,0.3235,124.6898
13.8375,2124.6691,105.7091,0.4719,0.001,0.3234,124.6898
13.84,2124.9333,105.6762,0.4719,0.001,0.3233,124.6898
13.8425,2125.1974,105.6433,0.4719,0.001,0.3232,124.6898
13.845,2125.4615,105.6104,0.4718,0.001,0.3231,124.6898
13.8475,2125.7255,105.5775,0.4718,0.001,0.323,124.6898
13.85,2125.9894,105.5446,0.4718,0.001,0.3229,124.6898
13.8525,2126.2532,105.5117,0.4718,0.001,0.3228,124.6898
13.855,2126.517,105.4789,0.4718,0.001,0.3227,124.6898
13.8575,2126.7806,105.446,0.4718,0.001,0.3226,124.6898
13.86,2127.0442,105.4131,0.4718,0.001,0.3225,124.6898
13.8625,2127.3077,105.3802,0.4718,0.001,0.3224,124.6898
13.865,2127.5711,105.3474,0.4717,0.001,0.3223,124.6898
13.8675,2127.8344,105.3145,0.4717,0.001,0.3222,124.6898
13.87,2128.0977,105.2816,0.4717,0.001,0.3221,124.6898
13.8725,2128.3608,105.2488,0.4717,0.001,0.322,124.6898
13.875,2128.6239,105.2159,0.4717,0.001,0.3219,124.6898
13.8775,2128.8869,105.1831,0.4717,0.001,0.3218,124.6898
13.88,2129.1498,105.1502,0.4717,0.001,0.3217,124.6898
13.8825,2129.4127,105.1174,0.4717,0.001,0.3216,124.6898
13.885,2129.6754,105.0845,0.4716,0.001,0.3215,124.6898
13.8875,2129.9381,105.0517,0.4716,0.001,0.3214,124.6898
13.89,2130.2007,105.0189,0.4716,0.001,0.3213,124.6898
13.8925,2130.4632,104.9861,0.4716,0.001,0.3212,124.6898
13.895,2130.7256,104.9532,0.4716,0.001,0.3212,124.6898
13.8975,2130.9879,104.9204,0.4716,0.001,0.3211,124.6898
13.9,2131.2502,104.8876,0.4716,0.001,0.321,124.6898
13.9025,2131.5124,104.8548,0.4716,0.001,0.3209,124.6898
13.905,2131.7745,104.822,0.4715,0.001,0.3208,124.6898
13.9075,2132.0365,104.7892,0.4715,0.001,0.3207,124.6898
13.91,2132.2984,104.7564,0.4715,0.001,0.3206,124.6898
13.9125,2132.5603,104.7236,0.4715,0.001,0.3205,124.6898
13.915,2132.822,104.6909,0.4715,0.001,0.3204,124.6898
13.9175,2133.0837,104.6581,0.4715,0.001,0.3203,124.6898
13.92,2133.3453,104.6253,0.4715,0.001,0.3202,124.6898
13.9225,2133.6069,104.5926,0.4715,0.001,0.3201,124.6898
13.925,2133.8683,104.5598,0.4714,0.001,0.32,124.6898
13.9275,2134.1297,104.5271,0.4714,0.001,0.3199,124.6898
13.93,2134.3909,104.4944,0.4714,0.001,0.3198,124.6898
13.9325,2134.6521,104.4616,0.4714,0.001,0.3197,124.6898
13.935,2134.9132,104.4289,0.4714,0.001,0.3197,124.6898
13.9375,2135.1743,104.3962,0.4714,0.001,0.3196,124.6898
13.94,2135.4352,104.3635,0.4714,0.001,0.3195,124.6898
13.9425,2135.6961,104.3308,0.4714,0.001,0.3194,124.6898
13.945,2135.9569,104.2981,0.4714,0.001,0.3193,124.6898
13.9475,2136.2176,104.2654,0.4713,0.001,0.3192,124.6898
13.95,2136.4782,104.2327,0.4713,0.001,0.3191,124.6898
13.9525,2136.7387,104.2001,0.4713,0.001,0.319,124.6898
13.955,2136.9992,104.1674,0.4713,0.001,0.3189,124.6898
13.9575,2137.2596,104.1347,0.4713,0.001,0.3188,124.6898
13.96,2137.5199,104.102,0.4713,0.001,0.3187,124.6898
13.9625,2137.7801,104.0694,0.4713,0.001,0.3186,124.6898
13.965,2138.0402,104.0367,0.4713,0.001,0.3185,124.6898
13.9675,2138.3003,104.0041,0.4712,0.001,0.3184,124.6898
13.97,2138.5602,103.9714,0.4712,0.001,0.3183,124.6898
13.9725,2138.8201,103.9388,0.4712,0.001,0.3182,124.6898
13.975,2139.0799,103.9061,0.4712,0.001,0.3181,124.6898
13.9775,2139.3397,103.8735,0.4712,0.001,0.318,124.6898
13.98,2139.5993,103.8408,0.4712,0.001,0.3179,124.6898
13.9825,2139.8589,103.8082,0.4712,0.001,0.3178,124.6898
13.985,2140.1183,103.7755,0.4712,0.001,0.3177,124.6898
13.9875,2140.3777,103.7429,0.4711,0.001,0.3176,124.6898
13.99,2140.6371,103.7103,0.4711,0.001,0.3175,124.6898
13.9925,2140.8963,103.6777,0.4711,0.001,0.3174,124.6898
13.995,2141.1554,103.645,0.4711,0.001,0.3173,124.6898
13.9975,2141.4145,103.6124,0.4711,0.001,0.3172,124.6898
14,2141.6735,103.5798,0.4711,0.001,0.3171,124.6898
14.0025,2141.9324,103.5472,0.4711,0.001,0.317,124.6898
14.005,2142.1912,103.5146,0.4711,0.001,0.3169,124.6898
14.0075,2142.45,103.482,0.471,0.001,0.3168,124.6898
14.01,2142.7087,103.4494,0.471,0.001,0.3167,124.6898
14.0125,2142.9672,103.4168,0.471,0.001,0.3166,124.6898
14.015,2143.2257,103.3842,0.471,0.001,0.3165,124.6898
14.0175,2143.4842,103.3516,0.471,0.001,0.3164,124.6898
14.02,2143.7425,103.319,0.471,0.001,0.3163,124.6898
14.0225,2144.0008,103.2864,0.471,0.001,0.3162,124.6898
14.025,2144.2589,103.2539,0.471,0.001,0.3161,124.6898
14.0275,2144.517,103.2213,0.4709,0.001,0.316,124.6898
14.03,2144.775,103.1887,0.4709,0.001,0.3159,124.6898
14.0325,2145.033,103.1561,0.4709,0.001,0.3158,124.6898
14.035,2145.2908,103.1236,0.4709,0.001,0.3157,124.6898
14.0375,2145.5486,103.091,0.4709,0.001,0.3156,124.6898
14.04,2145.8063,103.0585,0.4709,0.001,0.3155,124.6898
14.0425,2146.0639,103.0259,0.4709,0.001,0.3154,124.6898
14.045,2146.3214,102.9934,0.4709,0.001,0.3153,124.6898
14.0475,2146.5788,102.9609,0.4708,0.001,0.3152,124.6898
14.05,2146.8362,102.9283,0.4708,0.001,0.3151,124.6898
14.0525,2147.0935,102.8958,0.4708,0.001,0.315,124.6898
14.055,2147.3507,102.8633,0.4708,0.001,0.3149,124.6898
14.0575,2147.6078,102.8308,0.4708,0.001,0.3148,124.6898
14.06,2147.8648,102.7982,0.4708,0.001,0.3147,124.6898
14.0625,2148.1218,102.7657,0.4708,0.001,0.3146,124.6898
14.065,2148.3787,102.7332,0.4708,0.001,0.3146,124.6898
14.0675,2148.6355,102.7008,0.4708,0.001,0.3145,124.6898
14.07,2148.8922,102.6683,0.4707,0.001,0.3144,124.6898
14.0725,2149.1488,102.6358,0.4707,0.001,0.3143,124.6898
14.075,2149.4053,102.6033,0.4707,0.001,0.3142,124.6898
14.0775,2149.6618,102.5708,0.4707,0.001,0.3141,124.6898
14.08,2149.9182,102.5384,0.4707,0.001,0.314,124.6898
14.0825,2150.1745,102.5059,0.4707,0.001,0.3139,124.6898
14.085,2150.4307,102.4735,0.4707,0.001,0.3138,124.6898
14.0875,2150.6869,102.441,0.4707,0.001,0.3137,124.6898
14.09,2150.9429,102.4086,0.4706,0.001,0.3136,124.6898
14.0925,2151.1989,102.3762,0.4706,0.001,0.3135,124.6898
14.095,2151.4548,102.3437,0.4706,0.001,0.3134,124.6898
14.0975,2151.7106,102.3113,0.4706,0.001,0.3133,124.6898
14.1,2151.9664,102.2789,0.4706,0.001,0.3132,124.6898
14.1025,2152.222,102.2465,0.4706,0.001,0.3131,124.6898
14.105,2152.4776,102.2141,0.4706,0.001,0.313,124.6898
14.1075,2152.7331,102.1817,0.4706,0.001,0.3129,124.6898
14.11,2152.9885,102.1493,0.4705,0.001,0.3128,124.6898
14.1125,2153.2438,102.117,0.4705,0.001,0.3127,124.6898
14.115,2153.4991,102.0846,0.4705,0.001,0.3126,124.6898
14.1175,2153.7543,102.0522,0.4705,0.001,0.3125,124.6898
14.12,2154.0094,102.0199,0.4705,0.001,0.3124,124.6898
14.1225,2154.2644,101.9876,0.4705,0.001,0.3123,124.6898
14.125,2154.5193,101.9552,0.4705,0.001,0.3123,124.6898
14.1275,2154.7741,101.9229,0.4705,0.001,0.3122,124.6898
14.13,2155.0289,101.8906,0.4705,0.001,0.3121,124.6898
14.1325,2155.2836,101.8583,0.4704,0.001,0.312,124.6898
14.135,2155.5382,101.826,0.4704,0.001,0.3119,124.6898
14.1375,2155.7927,101.7937,0.4704,0.001,0.3118,124.6898
14.14,2156.0472,101.7614,0.4704,0.001,0.3117,124.6898
14.1425,2156.3015,101.7291,0.4704,0.001,0.3116,124.6898
14.145,2156.5558,101.6969,0.4704,0.001,0.3115,124.6898
14.1475,2156.81,101.6646,0.4704,0.001,0.3114,124.6898
14.15,2157.0641,101.6324,0.4704,0.001,0.3113,124.6898
14.1525,2157.3182,101.6001,0.4704,0.001,0.3112,124.6898
14.155,2157.5721,101.5679,0.4703,0.001,0.3111,124.6898
14.1575,2157.826,101.5357,0.4703,0.001,0.311,124.6898
14.16,2158.0798,101.5035,0.4703,0.001,0.3109,124.6898
14.1625,2158.3335,101.4713,0.4703,0.001,0.3108,124.6898
14.165,2158.5872,101.4391,0.4703,0.001,0.3108,124.6898
14.1675,2158.8407,101.4069,0.4703,0.001,0.3107,124.6898
14.17,2159.0942,101.3747,0.4703,0.001,0.3106,124.6898
14.1725,2159.3476,101.3426,0.4703,0.001,0.3105,124.6898
14.175,2159.6009,101.3104,0.4702,0.001,0.3104,124.6898
14.1775,2159.8542,101.2783,0.4702,0.001,0.3103,124.6898
14.18,2160.1073,101.2461,0.4702,0.001,0.3102,124.6898
14.1825,2160.3604,101.214,0.4702,0.001,0.3101,124.6898
14.185,2160.6134,101.1819,0.4702,0.001,0.31,124.6898
14.1875,2160.8663,101.1498,0.4702,0.001,0.3099,124.6898
14.19,2161.1191,101.1177,0.4702,0.001,0.3098,124.6898
14.1925,2161.3719,101.0856,0.4702,0.001,0.3097,124.6898
14.195,2161.6246,101.0535,0.4702,0.001,0.3096,124.6898
14.1975,2161.8772,101.0214,0.4701,0.001,0.3096,124.6898
14.2,2162.1297,100.9894,0.4701,0.001,0.3095,124.6898
14.2025,2162.3821,100.9573,0.4701,0.001,0.3094,124.6898
14.205,2162.6345,100.9253,0.4701,0.001,0.3093,124.6898
14.2075,2162.8867,100.8932,0.4701,0.001,0.3092,124.6898
14.21,2163.1389,100.8612,0.4701,0.001,0.3091,124.6898
14.2125,2163.391,100.8292,0.4701,0.001,0.309,124.6898
14.215,2163.6431,100.7971,0.4701,0.001,0.3089,124.6898
14.2175,2163.895,100.7651,0.4701,0.001,0.3088,124.6898
14.22,2164.1469,100.7331,0.47,0.001,0.3087,124.6898
14.2225,2164.3987,100.7011,0.47,0.001,0.3086,124.6898
14.225,2164.6504,100.6691,0.47,0.001,0.3085,124.6898
14.2275,2164.902,100.6371,0.47,0.001,0.3084,124.6898
14.23,2165.1536,100.6051,0.47,0.001,0.3083,124.6898
14.2325,2165.4051,100.5731,0.47,0.001,0.3082,124.6898
14.235,2165.6565,100.5411,0.47,0.001,0.3081,124.6898
14.2375,2165.9078,100.5092,0.47,0.001,0.308,124.6898
14.24,2166.159,100.4772,0.47,0.001,0.3079,124.6898
14.2425,2166.4101,100.4452,0.4699,0.001,0.3078,124.6898
14.245,2166.6612,100.4133,0.4699,0.001,0.3077,124.6898
14.2475,2166.9122,100.3813,0.4699,0.001,0.3076,124.6898
14.25,2167.1631,100.3494,0.4699,0.001,0.3076,124.6898
14.2525,2167.414,100.3175,0.4699,0.001,0.3075,124.6898
14.255,2167.6647,100.2855,0.4699,0.001,0.3074,124.6898
14.2575,2167.9154,100.2536,0.4699,0.001,0.3073,124.6898
14.26,2168.166,100.2217,0.4699,0.001,0.3072,124.6898
14.2625,2168.4165,100.1898,0.4698,0.001,0.3071,124.6898
14.265,2168.6669,100.1579,0.4698,0.001,0.307,124.6898
14.2675,2168.9173,100.126,0.4698,0.001,0.3069,124.6898
14.27,2169.1676,100.0941,0.4698,0.001,0.3068,124.6898
14.2725,2169.4178,100.0622,0.4698,0.001,0.3067,124.6898
14.275,2169.6679,100.0304,0.4698,0.001,0.3066,124.6898
14.2775,2169.9179,99.9985,0.4698,0.001,0.3065,124.6898
14.28,2170.1679,99.9667,0.4698,0.001,0.3065,124.6898
14.2825,2170.4177,99.9348,0.4698,0.001,0.3064,124.6898
14.285,2170.6675,99.903,0.4697,0.001,0.3063,124.6898
14.2875,2170.9173,99.8711,0.4697,0.001,0.3062,124.6898
14.29,2171.1669,99.8393,0.4697,0.001,0.3061,124.6898
14.2925,2171.4165,99.8075,0.4697,0.001,0.306,124.6898
14.295,2171.6659,99.7757,0.4697,0.001,0.3059,124.6898
14.2975,2171.9153,99.7439,0.4697,0.001,0.3058,124.6898
14.3,2172.1647,99.7121,0.4697,0.001,0.3057,124.6898
14.3025,2172.4139,99.6803,0.4697,0.001,0.3056,124.6898
14.305,2172.6631,99.6485,0.4697,0.001,0.3055,124.6898
14.3075,2172.9121,99.6167,0.4696,0.001,0.3054,124.6898
14.31,2173.1611,99.5849,0.4696,0.001,0.3053,124.6898
14.3125,2173.4101,99.5531,0.4696,0.001,0.3052,124.6898
14.315,2173.6589,99.5213,0.4696,0.001,0.3052,124.6898
14.3175,2173.9077,99.4896,0.4696,0.001,0.3051,124.6898
14.32,2174.1564,99.4578,0.4696,0.001,0.305,124.6898
14.3225,2174.405,99.426,0.4696,0.001,0.3049,124.6898
14.325,2174.6535,99.3943,0.4696,0.001,0.3048,124.6898
14.3275,2174.9019,99.3625,0.4696,0.001,0.3047,124.6898
14.33,2175.1503,99.3308,0.4695,0.001,0.3046,124.6898
14.3325,2175.3986,99.299,0.4695,0.001,0.3045,124.6898
14.335,2175.6468,99.2673,0.4695,0.001,0.3044,124.6898
14.3375,2175.8949,99.2355,0.4695,0.001,0.3043,124.6898
14.34,2176.143,99.2038,0.4695,0.001,0.3042,124.6898
14.3425,2176.3909,99.172,0.4695,0.001,0.3041,124.6898
14.345,2176.6388,99.1403,0.4695,0.001,0.304,124.6898
14.3475,2176.8866,99.1086,0.4695,0.001,0.3039,124.6898
14.35,2177.1344,99.0768,0.4695,0.001,0.3038,124.6898
14.3525,2177.382,99.0451,0.4694,0.001,0.3037,124.6898
14.355,2177.6296,99.0134,0.4694,0.001,0.3036,124.6898
14.3575,2177.8771,98.9817,0.4694,0.001,0.3035,124.6898
14.36,2178.1245,98.9499,0.4694,0.001,0.3034,124.6898
14.3625,2178.3718,98.9182,0.4694,0.001,0.3033,124.6898
14.365,2178.6191,98.8865,0.4694,0.001,0.3032,124.6898
14.3675,2178.8663,98.8547,0.4694,0.001,0.3031,124.6898
14.37,2179.1134,98.823,0.4694,0.001,0.303,124.6898
14.3725,2179.3604,98.7913,0.4693,0.001,0.3029,124.6898
14.375,2179.6073,98.7595,0.4693,0.001,0.3028,124.6898
14.3775,2179.8542,98.7278,0.4693,0.001,0.3027,124.6898
14.38,2180.101,98.6961,0.4693,0.001,0.3026,124.6898
14.3825,2180.3477,98.6643,0.4693,0.001,0.3025,124.6898
14.385,2180.5943,98.6326,0.4693,0.001,0.3024,124.6898
14.3875,2180.8408,98.6009,0.4693,0.001,0.3023,124.6898
14.39,2181.0873,98.5691,0.4693,0.001,0.3022,124.6898
14.3925,2181.3337,98.5374,0.4693,0.001,0.3021,124.6898
14.395,2181.58,98.5056,0.4692,0.001,0.302,124.6898
14.3975,2181.8262,98.4739,0.4692,0.001,0.3019,124.6898
14.4,2182.0723,98.4422,0.4692,0.001,0.3018,124.6898
14.4025,2182.3184,98.4104,0.4692,0.001,0.3017,124.6898
14.405,2182.5644,98.3787,0.4692,0.001,0.3016,124.6898
14.4075,2182.8103,98.3469,0.4692,0.001,0.3015,124.6898
14.41,2183.0561,98.3152,0.4692,0.001,0.3014,124.6898
14.4125,2183.3019,98.2835,0.4692,0.001,0.3013,124.6898
14.415,2183.5476,98.2517,0.4691,0.001,0.3012,124.6898
14.4175,2183.7931,98.22,0.4691,0.001,0.3011,124.6898
14.42,2184.0387,98.1883,0.4691,0.001,0.301,124.6898
14.4225,2184.2841,98.1565,0.4691,0.001,0.3009,124.6898
14.425,2184.5294,98.1248,0.4691,0.001,0.3008,124.6898
14.4275,2184.7747,98.0931,0.4691,0.001,0.3007,124.6898
14.43,2185.0199,98.0614,0.4691,0.001,0.3007,124.6898
14.4325,2185.265,98.0296,0.4691,0.001,0.3006,124.6898
14.435,2185.51,97.9979,0.4691,0.001,0.3005,124.6898
14.4375,2185.755,97.9662,0.469,0.001,0.3004,124.6898
14.44,2185.9999,97.9345,0.469,0.001,0.3003,124.6898
14.4425,2186.2447,97.9028,0.469,0.001,0.3002,124.6898
14.445,2186.4894,97.8711,0.469,0.001,0.3001,124.6898
14.4475,2186.734,97.8394,0.469,0.001,0.3,124.6898
14.45,2186.9786,97.8077,0.469,0.001,0.2999,124.6898
14.4525,2187.2231,97.776,0.469,0.001,0.2998,124.6898
14.455,2187.4675,97.7443,0.469,0.001,0.2997,124.6898
14.4575,2187.7118,97.7126,0.469,0.001,0.2996,124.6898
14.46,2187.956,97.6809,0.4689,0.001,0.2995,124.6898
14.4625,2188.2002,97.6492,0.4689,0.001,0.2994,124.6898
14.465,2188.4443,97.6175,0.4689,0.001,0.2993,124.6898
14.4675,2188.6883,97.5858,0.4689,0.001,0.2992,124.6898
14.47,2188.9322,97.5542,0.4689,0.001,0.2991,124.6898
14.4725,2189.1761,97.5225,0.4689,0.001,0.2991,124.6898
14.475,2189.4198,97.4908,0.4689,0.001,0.299,124.6898
14.4775,2189.6635,97.4592,0.4689,0.001,0.2989,124.6898
14.48,2189.9071,97.4275,0.4689,0.001,0.2988,124.6898
14.4825,2190.1506,97.3959,0.4688,0.001,0.2987,124.6898
14.485,2190.3941,97.3643,0.4688,0.001,0.2986,124.6898
14.4875,2190.6375,97.3326,0.4688,0.001,0.2985,124.6898
14.49,2190.8808,97.301,0.4688,0.001,0.2984,124.6898
14.4925,2191.124,97.2694,0.4688,0.001,0.2983,124.6898
14.495,2191.3671,97.2377,0.4688,0.001,0.2982,124.6898
14.4975,2191.6102,97.2061,0.4688,0.001,0.2981,124.6898
14.5,2191.8531,97.1745,0.4688,0.001,0.298,124.6898
14.5025,2192.096,97.1429,0.4688,0.001,0.2979,124.6898
14.505,2192.3388,97.1113,0.4688,0.001,0.2979,124.6898
14.5075,2192.5816,97.0797,0.4687,0.001,0.2978,124.6898
14.51,2192.8242,97.0482,0.4687,0.001,0.2977,124.6898
14.5125,2193.0668,97.0166,0.4687,0.001,0.2976,124.6898
14.515,2193.3093,96.985,0.4687,0.001,0.2975,124.6898
14.5175,2193.5518,96.9534,0.4687,0.001,0.2974,124.6898
14.52,2193.7941,96.9219,0.4687,0.001,0.2973,124.6898
14.5225,2194.0364,96.8903,0.4687,0.001,0.2972,124.6898
14.525,2194.2786,96.8588,0.4687,0.001,0.2971,124.6898
14.5275,2194.5207,96.8272,0.4687,0.001,0.297,124.6898
14.53,2194.7627,96.7957,0.4687,0.001,0.2969,124.6898
14.5325,2195.0046,96.7642,0.4686,0.001,0.2969,124.6898
14.535,2195.2465,96.7327,0.4686,0.001,0.2968,124.6898
14.5375,2195.4883,96.7011,0.4686,0.001,0.2967,124.6898
14.54,2195.73,96.6696,0.4686,0.001,0.2966,124.6898
14.5425,2195.9716,96.6381,0.4686,0.001,0.2965,124.6898
14.545,2196.2132,96.6066,0.4686,0.001,0.2964,124.6898
14.5475,2196.4547,96.5751,0.4686,0.001,0.2963,124.6898
14.55,2196.6961,96.5437,0.4686,0.001,0.2962,124.6898
14.5525,2196.9374,96.5122,0.4686,0.001,0.2961,124.6898
14.555,2197.1786,96.4807,0.4685,0.001,0.296,124.6898
14.5575,2197.4198,96.4492,0.4685,0.001,0.2959,124.6898
14.56,2197.6609,96.4178,0.4685,0.001,0.2958,124.6898
14.5625,2197.9019,96.3863,0.4685,0.001,0.2957,124.6898
14.565,2198.1428,96.3549,0.4685,0.001,0.2957,124.6898
14.5675,2198.3837,96.3234,0.4685,0.001,0.2956,124.6898
14.57,2198.6244,96.292,0.4685,0.001,0.2955,124.6898
14.5725,2198.8651,96.2605,0.4685,0.001,0.2954,124.6898
14.575,2199.1057,96.2291,0.4685,0.001,0.2953,124.6898
14.5775,2199.3463,96.1977,0.4685,0.001,0.2952,124.6898
14.58,2199.5867,96.1662,0.4684,0.001,0.2951,124.6898
14.5825,2199.8271,96.1348,0.4684,0.001,0.295,124.6898
14.585,2200.0674,96.1034,0.4684,0.001,0.2949,124.6898
14.5875,2200.3076,96.072,0.4684,0.001,0.2948,124.6898
14.59,2200.5478,96.0406,0.4684,0.001,0.2947,124.6898
14.5925,2200.7878,96.0092,0.4684,0.001,0.2946,124.6898
14.595,2201.0278,95.9778,0.4684,0.001,0.2945,124.6898
14.5975,2201.2677,95.9465,0.4684,0.001,0.2944,124.6898
14.6,2201.5075,95.9151,0.4684,0.001,0.2943,124.6898
14.6025,2201.7473,95.8837,0.4683,0.001,0.2943,124.6898
14.605,2201.987,95.8523,0.4683,0.001,0.2942,124.6898
14.6075,2202.2265,95.821,0.4683,0.001,0.2941,124.6898
14.61,2202.4661,95.7896,0.4683,0.001,0.294,124.6898
14.6125,2202.7055,95.7583,0.4683,0.001,0.2939,124.6898
14.615,2202.9449,95.7269,0.4683,0.001,0.2938,124.6898
14.6175,2203.1841,95.6956,0.4683,0.001,0.2937,124.6898
14.62,2203.4233,95.6643,0.4683,0.001,0.2936,124.6898
14.6225,2203.6625,95.6329,0.4683,0.001,0.2935,124.6898
14.625,2203.9015,95.6016,0.4683,0.001,0.2934,124.6898
14.6275,2204.1405,95.5703,0.4682,0.001,0.2933,124.6898
14.63,2204.3793,95.539,0.4682,0.001,0.2932,124.6898
14.6325,2204.6182,95.5077,0.4682,0.001,0.2931,124.6898
14.635,2204.8569,95.4764,0.4682,0.001,0.293,124.6898
14.6375,2205.0955,95.4451,0.4682,0.001,0.2929,124.6898
14.64,2205.3341,95.4138,0.4682,0.001,0.2928,124.6898
14.6425,2205.5726,95.3825,0.4682,0.001,0.2928,124.6898
14.645,2205.811,95.3512,0.4682,0.001,0.2927,124.6898
14.6475,2206.0494,95.3199,0.4682,0.001,0.2926,124.6898
14.65,2206.2876,95.2887,0.4681,0.001,0.2925,124.6898
14.6525,2206.5258,95.2574,0.4681,0.001,0.2924,124.6898
14.655,2206.7639,95.2261,0.4681,0.001,0.2923,124.6898
14.6575,2207.0019,95.1949,0.4681,0.001,0.2922,124.6898
14.66,2207.2399,95.1637,0.4681,0.001,0.2921,124.6898
14.6625,2207.4778,95.1324,0.4681,0.001,0.292,124.6898
14.665,2207.7155,95.1012,0.4681,0.001,0.2919,124.6898
14.6675,2207.9533,95.07,0.4681,0.001,0.2918,124.6898
14.67,2208.1909,95.0387,0.4681,0.001,0.2917,124.6898
14.6725,2208.4285,95.0075,0.4681,0.001,0.2916,124.6898
14.675,2208.6659,94.9763,0.468,0.001,0.2916,124.6898
14.6775,2208.9033,94.9451,0.468,0.001,0.2915,124.6898
14.68,2209.1407,94.9139,0.468,0.001,0.2914,124.6898
14.6825,2209.3779,94.8827,0.468,0.001,0.2913,124.6898
14.685,2209.6151,94.8516,0.468,0.001,0.2912,124.6898
14.6875,2209.8522,94.8204,0.468,0.001,0.2911,124.6898
14.69,2210.0892,94.7892,0.468,0.001,0.291,124.6898
14.6925,2210.3261,94.758,0.468,0.001,0.2909,124.6898
14.695,2210.563,94.7269,0.468,0.001,0.2908,124.6898
14.6975,2210.7997,94.6957,0.4679,0.001,0.2907,124.6898
14.7,2211.0364,94.6646,0.4679,0.001,0.2906,124.6898
14.7025,2211.2731,94.6335,0.4679,0.001,0.2905,124.6898
14.705,2211.5096,94.6023,0.4679,0.001,0.2904,124.6898
14.7075,2211.7461,94.5712,0.4679,0.001,0.2903,124.6898
14.71,2211.9825,94.5401,0.4679,0.001,0.2903,124.6898
14.7125,2212.2188,94.509,0.4679,0.001,0.2902,124.6898
14.715,2212.455,94.4778,0.4679,0.001,0.2901,124.6898
14.7175,2212.6912,94.4467,0.4679,0.001,0.29,124.6898
14.72,2212.9272,94.4156,0.4679,0.001,0.2899,124.6898
14.7225,2213.1632,94.3845,0.4678,0.001,0.2898,124.6898
14.725,2213.3992,94.3534,0.4678,0.001,0.2897,124.6898
14.7275,2213.635,94.3224,0.4678,0.001,0.2896,124.6898
14.73,2213.8708,94.2913,0.4678,0.001,0.2895,124.6898
14.7325,2214.1065,94.2602,0.4678,0.001,0.2894,124.6898
14.735,2214.3421,94.2291,0.4678,0.001,0.2893,124.6898
14.7375,2214.5776,94.1981,0.4678,0.001,0.2892,124.6898
14.74,2214.8131,94.167,0.4678,0.001,0.2891,124.6898
14.7425,2215.0485,94.136,0.4678,0.001,0.289,124.6898
14.745,2215.2838,94.1049,0.4678,0.001,0.2889,124.6898
14.7475,2215.519,94.0739,0.4677,0.001,0.2889,124.6898
14.75,2215.7541,94.0428,0.4677,0.001,0.2888,124.6898
14.7525,2215.9892,94.0118,0.4677,0.001,0.2887,124.6898
