dt,acc_x,acc_y,acc_z,vel_N,vel_E,vel_D,pos_N,pos_E,pos_D,rot_x,rot_y,rot_z,lat,lon,alt,pressure,state,battery,ign1_cont,ign2_cont,ign3_cont,ign4_cont,ign1_state,ign2_state,ign3_state,ign4_state,gps_fix,gps_sats,height,h,State2,gps_h,Sats 2,rotx,,rotz
20546,"4,627632","3,696228","-6,452897",0,0,"-25,26652","263,4954","-132,8981","656,9664","288,6753","10,22471","52,14222","50,33573917","19,53291283","1010,900024",91139,3,"7,64",0,0,0,0,0,0,0,0,1,9,"884,6680094","655,4074548",600,"672,0000305",900,"238,2624",,
20262,"2,242579","8,969057","-7,317012",0,0,"-25,38084","263,4398","-132,7557","656,5244","286,7129","3,969193","52,82972","50,33573967","19,53291083","1010,900024",91136,3,"7,64",0,0,0,0,0,0,0,0,1,9,"884,9401093","655,6795547",600,"672,0000305",900,"236,3",,
20345,"-0,06024015","11,07987","-7,239668",0,0,"-25,49409","263,4398","-132,7557","656,0856","284,6407","356,3577","54,92572","50,33573967","19,53291083","1010,200012",91138,3,"7,64",0,0,0,0,0,0,0,0,1,9,"884,7587086","655,498154",600,"671,3000183",900,"234,2278",,
20166,"-1,9378","13,81973","-5,915444",0,0,"-25,58269","263,4398","-132,7557","655,7016","282,7632","347,2094","59,27023","50,33574017","19,532909","1010,200012",91133,3,"7,64",0,0,0,0,0,0,0,0,1,9,"885,2122165","655,9516619",600,"671,3000183",900,"232,3503",,
20002,"-2,529154","13,15814","-3,434247",0,0,"-25,63407","263,3842","-132,6252","655,278","280,8049","332,6799","68,53735","50,33574017","19,532909","1009,5",91129,3,"7,64",0,0,0,0,0,0,0,0,1,9,"885,5750373","656,3144827",600,"670,6000061",900,"230,392",,
20012,"-4,014703","15,67687","-0,5665396",0,0,"-25,63865","263,3842","-132,6252","654,8701","279,5692","311,0188","85,22452","50,33574017","19,532909","1009,5",91123,3,"7,64",0,0,0,0,0,0,0,0,1,9,"886,1192927","656,8587381",600,"670,6000061",900,"229,1563",,
20529,"-3,901087","15,679","-1,367924",0,0,"-25,61485","263,31","-132,5184","654,4642","279,8506","284,269","107,2766","50,33574083","19,5329075","1008,799988",91122,3,"7,64",0,0,0,0,0,0,0,0,1,9,"886,2100048","656,9494502",600,"669,8999939",900,"229,4377",,
20305,"-3,89595","14,9513","0,5239088",0,0,"-25,58138","263,31","-132,5184","654,1197","281,6589","263,4943","124,2303","50,33574167","19,5329065","1008,799988",91123,3,"7,64",0,0,0,0,0,0,0,0,1,9,"886,1192927","656,8587381",600,"669,8999939",900,"231,246",,
20203,"-3,18597","16,56337","1,395439",0,0,"-25,51457","263,2173","-132,4472","653,7344","285,2028","246,6926","136,9296","50,33574167","19,5329065","1008,099976",91120,3,"7,64",0,0,0,0,0,0,0,0,1,9,"886,3914313","657,1308767",600,"669,1999817",900,"234,7899",,
20000,"-2,557299","14,84587","1,759624",0,0,"-25,4368","263,1431","-132,3878","653,4","289,0651","236,8977","143,4417","50,33574233","19,53290567","1008,099976",91128,3,"7,64",0,0,0,0,0,0,0,0,1,9,"885,6657445","656,4051899",600,"669,1999817",900,"238,6522",,
20043,"-2,416941","13,68126","2,276633",0,0,"-25,35028","263,1431","-132,3878","653,0164","294,0308","229,1104","147,6589","50,33574233","19,53290567","1007,299988",91134,3,"7,64",0,0,0,0,0,0,0,0,1,9,"885,1215133","655,8609587",600,"668,3999939",900,"243,6179",,
20017,"-2,922554","10,80468","-1,935264",0,0,"-25,30808","263,1431","-132,3878","652,6187","299,2719","223,5907","149,7707","50,33574233","19,53290567","1007,299988",91149,3,"7,64",0,0,0,0,0,0,0,0,1,9,"883,7610621","654,5005075",600,"668,3999939",900,"248,859",,
20017,"-2,957061","10,27624","-1,465565",0,0,"-25,30738","263,0504","-132,3404","652,2099","304,6699","219,2348","150,7165","50,33574317","19,532905","1006,599976",91165,3,"7,64",0,0,0,0,0,0,0,0,1,9,"882,310114","653,0495594",600,"667,6999817",900,"254,257",,
20015,"-3,060939","8,769525","-0,607457",0,0,"-25,29046","263,0504","-132,3404","651,7949","310,0681","215,5792","150,8968","50,33574317","19,532905","1006,599976",91174,3,"7,64",0,0,0,0,0,0,0,0,1,9,"881,4940463","652,2334917",600,"667,6999817",900,"259,6552",,
20382,"-2,701729","7,341201","-1,84869",0,0,"-25,2935","262,9392","-132,3285","651,3674","315,4667","212,4288","150,5193","50,33574417","19,53290483","1005,900024",91182,3,"7,64",0,0,0,0,0,0,0,0,1,9,"880,7687076","651,5081529",600,"667,0000305",900,"265,0538",,
20145,"-2,624098","6,59774","-3,889109",0,0,"-25,32034","262,8836","-132,2099","650,9351","320,6711","209,5025","149,8443","50,33574467","19,53290317","1005,900024",91190,3,"7,64",0,0,0,0,0,0,0,0,1,9,"880,0434203","650,7828657",600,"667,0000305",900,"270,2582",,
20056,"-3,764551","5,217401","-3,724914",0,0,"-25,35645","262,8836","-132,2099","650,5047","325,8","206,7168","148,8372","50,33574467","19,53290317","1005,200012",91199,3,"7,64",0,0,0,0,0,0,0,0,1,9,"879,2275338","649,9669792",600,"666,3000183",900,"275,3871",,
20648,"-4,69652","4,131419","-3,012631",0,0,"-25,40866","262,8836","-132,2099","650,0626","330,6419","204,0116","147,5368","50,33574467","19,53290317","1005,200012",91211,3,"7,64",0,0,0,0,0,0,0,0,1,9,"878,1397865","648,8792318",600,"666,3000183",900,"280,229",,
20260,"-4,734568","3,700446","-3,71781",0,0,"-25,45677","262,865","-132,0556","649,6168","335,2641","201,2661","146,0021","50,33574483","19,532901","1004,5",91221,3,"7,64",0,0,0,0,0,0,0,0,1,9,"877,2334189","647,9728643",600,"665,6000061",900,"284,8512",,
20013,"-5,324359","3,482181","-3,300323",0,0,"-25,4992","262,865","-131,8658","649,2234","339,125","198,8058","144,4755","50,33574483","19,53289833","1004,5",91224,3,"7,64",0,0,0,0,0,0,0,0,1,9,"876,9615243","647,7009697",600,"665,6000061",900,"288,7121",,
20022,"-5,252872","3,486781","-3,288814",0,0,"-25,54906","262,865","-131,8658","648,7676","343,2851","195,9153","142,5837","50,33574483","19,53289833","1003,799988",91229,3,"7,64",0,0,0,0,0,0,0,0,1,9,"876,5083827","647,2478281",600,"664,8999939",900,"292,8722",,
20005,"-4,936586","2,592944","-3,216735",0,0,"-25,58701","262,8279","-131,6878","648,323","347,1787","192,9922","140,471","50,33574517","19,53289583","1003,799988",91226,3,"7,64",0,0,0,0,0,0,0,0,1,9,"876,7802652","647,5197106",600,"664,8999939",900,"296,7658",,
20036,"-5,03336","2,43633","-2,98931",0,0,"-25,60945","262,8279","-131,6878","647,8905","350,8037","190,0482","138,25","50,33574517","19,53289583",1003,91221,3,"7,64",0,0,0,0,0,0,0,0,1,9,"877,2334189","647,9728643",600,"664,1000061",900,"300,3908",,
20416,"-3,677646","0,7155413","-2,025707",0,0,"-25,62943","262,8279","-131,6878","647,4512","354,1487","187,0572","135,8193","50,33574517","19,53289583",1003,91231,3,"7,64",0,0,0,0,0,0,0,0,1,9,"876,3271317","647,0665771",600,"664,1000061",900,"303,7358",,
20074,"-2,65107","-0,6458519","-1,367098",0,0,"-25,63399","262,8094","-131,4979","647,0132","357,1098","183,9808","133,224","50,33574533","19,53289317","1002,099976",91236,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,8740183","646,6134637",600,"663,1999817",900,"306,6969",,
20055,"-2,153986","-0,9469743","-0,399495",0,0,"-25,6296","262,8094","-131,4979","646,6206","359,4511","181,3256","130,8265","50,33574533","19,53289317","1002,099976",91237,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,7833981","646,5228435",600,"663,1999817",900,"309,0382",,
20014,"-3,103676","-0,3691684","-0,9165447",0,0,"-25,61945","262,7723","-131,3318","646,1917","1,843175","178,1593","127,9059","50,33574567","19,53289083","1001,299988",91238,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,6927786","646,432224",600,"662,3999939",900,"-48,569725",,
20121,"-3,020029","-0,4962389","-1,379981",0,0,"-25,6124","262,7723","-131,3318","645,7669","3,931448","175,0621","124,8285","50,33574567","19,53288867","1001,299988",91240,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,5115421","646,2509875",600,"662,3999939",900,"-46,481452",,
20018,"-1,452575","-1,703814","-2,17359",0,0,"-25,61994","262,7723","-131,1775","645,3333","5,675411","172,0525","121,6772","50,33574567","19,53288867","1000,5",91243,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,2396934","645,9791387",600,"661,6000061",900,"-44,737489",,
20324,"-0,9523054","-2,23718","-2,020427",0,0,"-25,62979","262,7723","-131,1775","644,9068","7,036689","169,1421","118,4845","50,33574567","19,53288867","1000,5",91245,3,"7,64",0,0,0,0,0,0,0,0,1,9,"875,0584649","645,7979103",600,"661,6000061",900,"-43,376211",,
20009,"-0,495384","-2,510577","-0,8039272",0,0,"-25,645","262,6981","-131,0114","644,5206","7,992355","166,6839","115,6709","50,33574633","19,53288633","999,5999756",91252,3,"7,64",0,0,0,0,0,0,0,0,1,9,"874,4241906","645,1636359",600,"660,6999817",900,"-42,420545",,
20006,"0,4878919","-2,698861","-0,8068407",0,0,"-25,65981","262,6981","-131,0114","644,0807","8,837695","164,0181","112,4463","50,33574633","19,53288633","999,5999756",91270,3,"7,64",0,0,0,0,0,0,0,0,1,9,"872,7933803","643,5328257",600,"660,6999817",900,"-41,575205",,
20003,"-3,259664","-16,11249","7,41337",0,0,"-25,63984","262,661","-130,8215","643,6348","9,120254","162,2012","109,0071","50,33574667","19,53288367","998,7999878",91279,3,"7,64",0,0,0,0,0,0,0,0,1,9,"871,9780729","642,7175183",600,"659,8999939",900,"-41,292646",,
20281,"11,36836","-19,17595","-35,67345",0,0,"-26,3402","262,624","-130,6436","643,1799","9,841558","157,1402","106,1107","50,335747","19,53288117","998,7999878",91293,3,"7,64",0,0,0,0,0,0,0,0,1,9,"870,7099462","641,4493916",600,"659,8999939",900,"-40,571342",,
20613,"-2,869719","-0,8675442","2,623999",0,0,"-26,51787","262,624","-130,6436","642,7013","10,2449","150,1532","103,7711","50,335747","19,53288117",998,91301,3,"7,64",0,0,0,0,0,0,0,0,1,9,"869,9853731","640,7248185",600,"659,1000061",900,"-40,168",,
20296,"-0,9114583","-0,3540336","-3,237594",0,0,"-26,50084","262,6054","-130,43","642,2227","10,34391","143,2215","101,529","50,33574717","19,53287817",998,91303,3,"7,64",0,0,0,0,0,0,0,0,1,9,"869,8042379","640,5436833",600,"659,1000061",900,"-40,06899",,
20461,"-0,5676711","-0,289263","-5,105598",0,0,"-26,5708","262,6054","-130,43","641,7523","10,07228","136,5942","99,59526","50,33574717","19,53287817","997,2999878",91306,3,"7,64",0,0,0,0,0,0,0,0,1,9,"869,532541","640,2719864",600,"658,3999939",900,"-40,34062",,
20367,"-1,788997","0,7962601","-4,820695",0,0,"-26,46766","262,6054","-130,43","641,2862","9,495799","130,4106","97,73845","50,33574717","19,53287817","997,2999878",91301,3,"7,64",0,0,0,0,0,0,0,0,1,9,"869,9853731","640,7248185",600,"658,3999939",900,"-40,917101",,
20070,"-0,7591398","0,9421585","-2,946393",0,0,"-26,56274","262,5683","-130,2045","640,8398","8,615242","124,3211","96,05171","50,3357475","19,532875","996,5",91293,3,"7,64",0,0,0,0,0,0,0,0,1,9,"870,7099462","641,4493916",600,"657,6000061",900,"-41,797658",,
20564,"-2,580563","0,1610518","-4,372031",0,0,"-26,61598","262,5498","-129,9553","640,4073","7,473632","118,7769","94,6175","50,33574767","19,5328715","996,5",91288,3,"7,64",0,0,0,0,0,0,0,0,1,9,"871,1628305","641,9022759",600,"657,6000061",900,"-42,939268",,
20315,"-2,325618","-0,1382069","-4,784523",0,0,"-26,6767","262,5498","-129,9553","639,9636","6,102958","113,7972","93,47222","50,33574767","19,5328715","995,7999878",91289,3,"7,64",0,0,0,0,0,0,0,0,1,9,"871,0722521","641,8116974",600,"656,8999939",900,"-44,309942",,
20019,"-4,441643","-0,8216406","-4,516419",0,0,"-26,75954","262,5313","-129,7299","639,1702","2,849574","106,1631","91,95448","50,33574783","19,53286833","995,0999756",91286,3,"7,64",0,0,0,0,0,0,0,0,1,9,"871,3439899","642,0834353",600,"656,1999817",900,"-47,563326",,
20012,"-3,326083","-0,9860154","-4,268492",0,0,"-26,80008","262,5313","-129,4688","638,7403","0,7391562","102,9642","91,52077","50,33574783","19,53286467","995,0999756",91290,3,"7,64",0,0,0,0,0,0,0,0,1,9,"870,9816744","641,7211198",600,"656,1999817",900,"-49,6737438",,
20007,"-5,66639","-0,9523879","-0,5101088",0,0,"-26,79169","262,5313","-129,4688","638,3141","358,4365","100,2366","91,05938","50,33574783","19,53286467","994,2999878",91289,3,"7,64",0,0,0,0,0,0,0,0,1,10,"871,0722521","641,8116974",600,"655,3999939",1000,"308,0236",,
20013,"-4,404663","-1,457436","-0,4021462",0,0,"-26,74509","262,5313","-129,4688","637,9538","356,2409","98,41244","90,62093","50,33574783","19,53286467","994,2999878",91292,3,"7,64",0,0,0,0,0,0,0,0,1,10,"870,8005215","641,5399669",600,"655,3999939",1000,"305,828",,
20011,"-4,481928","-2,057992","5,264792",0,0,"-26,6227","262,5683","-129,1959","637,5568","353,4392","96,92601","89,88674","50,3357475","19,53286083","993,7000122",91297,3,"7,64",0,0,0,0,0,0,0,0,1,10,"870,3476532","641,0870986",600,"654,8000183",1000,"303,0263",,
20067,"-8,93816","-5,475644","21,05526",0,0,"-26,30419","262,5683","-129,1959","637,1606","350,3338","95,87492","88,52845","50,3357475","19,53286083","993,7000122",91307,3,"7,64",0,0,0,0,0,0,0,0,1,10,"869,441977","640,1814224",600,"654,8000183",1000,"299,9209",,
20008,"0,1511092","-4,876495","15,96246",0,0,"-25,81692","262,5497","-128,745","636,7486","346,9376","94,5337","86,09858","50,33574767","19,5328545","992,2999878",91311,3,"7,64",0,0,0,0,0,0,0,0,1,10,"869,079729","639,8191744",600,"653,3999939",1000,"296,5247",,
20487,"2,715359","-6,627286","-0,5400236",0,0,"-25,64072","262,5497","-128,745","636,3565","343,2016","92,54492","83,20839","50,33574767","19,5328545","992,2999878",91323,3,"7,64",0,0,0,0,0,0,0,0,1,10,"867,9930621","638,7325075",600,"653,3999939",1000,"292,7887",,
20275,"5,033072","-6,376132","7,487085",0,0,"-25,62704","262,5312","-128,4958","635,9495","339,296","90,78006","80,19726","50,33574783","19,532851","991,5999756",91337,3,"7,64",0,0,0,0,0,0,0,0,1,10,"866,7254302","637,4648756",600,"652,6999817",1000,"288,8831",,
20292,"6,777934","-8,334769","-5,313069",0,0,"-25,42041","262,5312","-128,4958","635,5203","335,0052","88,49064","76,97907","50,33574783","19,532851","991,5999756",91359,3,"7,64",0,0,0,0,0,0,0,0,1,10,"864,733755","635,4732004",600,"652,6999817",1000,"284,5923",,
20373,"50,81409","2,48358","30,33227",0,0,"-25,24721","262,5312","-128,2585","635,0841","330,5455","85,84993","73,60759","50,33574783","19,53284767","990,9000244",91382,3,"7,64",0,0,0,0,0,0,0,0,1,10,"862,6519643","633,3914097",600,"652,0000305",1000,"280,1326",,
20286,"26,11522","-10,39015","27,15276",0,0,"-24,66146","262,5312","-128,2585","634,6338","325,9055","82,79339","69,17466","50,33574783","19,53284767","990,9000244",91404,3,"7,64",0,0,0,0,0,0,0,0,1,10,"860,6610832","631,4005286",600,"652,0000305",1000,"275,4926",,
20141,"30,60727","-10,79358","1,421617",0,0,"-24,35105","262,5127","-127,9975","634,1796","321,4519","80,08503","62,93769","50,335748","19,532844","990,9000244",91417,3,"7,64",0,0,0,0,0,0,0,0,1,10,"859,4848358","630,2242812",600,"652,0000305",1000,"271,039",,
20420,"38,99869","-8,791183","-5,470307",0,0,"-24,22393","262,5127","-127,9975","633,7201","316,3085","76,2692","56,29097","50,335748","19,532844","990,2000122",91418,3,"7,64",0,0,0,0,0,0,0,0,1,10,"859,3943609","630,1338063",600,"651,3000183",1000,"265,8956",,
20061,"41,74574","-4,119869","-13,10181",0,0,"-24,43417","262,5127","-127,7246","633,3283","310,9398","72,5768","50,32911","50,335748","19,53284017","990,2000122",91414,3,"7,64",0,0,0,0,0,0,0,0,1,10,"859,7562655","630,4957109",600,"651,3000183",1000,"260,5269",,
20018,"49,33336","17,47305","-23,61725",0,0,"-24,7152","262,5127","-127,7246","632,8857","303,6888","67,41893","44,43254","50,335748","19,53284017","989,5",91403,3,"7,64",0,0,0,0,0,0,0,0,1,10,"860,7515694","631,4910147",600,"650,6000061",1000,"253,2759",,
20277,"33,63789","17,8804","-32,9048",0,0,"-25,31093","262,5127","-127,7246","632,4651","295,1248","60,69228","40,2911","50,33574817","19,53283633","989,5",91389,3,"7,64",0,0,0,0,0,0,0,0,1,10,"862,01846","632,7579054",600,"650,6000061",1000,"244,7119",,
20021,"19,53914","34,49539","-36,56861",0,0,"-25,989","262,4941","-127,4516","632,0557","285,3564","51,14347","39,26261","50,33574817","19,53283633","988,7999878",91379,3,"7,64",0,0,0,0,0,0,0,0,1,10,"862,9234781","633,6629235",600,"649,8999939",1000,"234,9435",,
20005,"3,385834","41,54866","-32,47871",0,0,"-26,63118","262,4941","-127,1669","631,6233","275,3966","25,54759","54,51291","50,33574817","19,53283233","988,7999878",91374,3,"7,64",0,0,0,0,0,0,0,0,1,10,"863,3760173","634,1154626",600,"649,8999939",1000,"224,9837",,
20002,"-8,030834","46,73446","-25,25625",0,0,"-27,15519","262,4941","-127,1669","631,2059","276,4763","254,6938","175,2989","50,33574817","19,53283233","988,0999756",91367,3,"7,64",0,0,0,0,0,0,0,0,1,10,"864,0096057","634,7490511",600,"649,1999817",1000,"226,0634",,
20229,"-12,91173","47,87463","-15,76796",0,0,"-27,50706","262,4941","-127,1669","630,7769","286,6989","233,908","186,7341","50,33574817","19,53283233","988,0999756",91371,3,"7,64",0,0,0,0,0,0,0,0,1,10,"863,6475504","634,3869957",600,"649,1999817",1000,"236,286",,
19999,"-13,89237","56,10999","-9,211531",0,0,"-27,6923","262,4756","-126,8821","630,3946","295,8179","226,6429","186,352","50,33574833","19,53282833","987,4000244",91380,3,"7,64",0,0,0,0,0,0,0,0,1,10,"862,8329727","633,5724181",600,"648,5000305",1000,"245,405",,
20006,"-17,73996","48,25537","-1,487068",0,0,"-27,71735","262,4756","-126,8821","629,9694","306,1195","220,9489","183,6212","50,33574833","19,53282833","987,4000244",91387,3,"7,64",0,0,0,0,0,0,0,0,1,10,"862,1994572","632,9389026",600,"648,5000305",1000,"255,7066",,
20019,"-19,48179","45,57006","6,794199",0,0,"-27,62709","262,4756","-126,5973","629,5276","316,0519","216,5793","179,656","50,33574833","19,53282433","986,7000122",91393,3,"7,64",0,0,0,0,0,0,0,0,1,10,"861,6564752","632,3959206",600,"647,8000183",1000,"265,639",,
20119,"-19,371","38,36587","9,295177",0,0,"-27,38778","262,4756","-126,5973","629,1039","324,6373","212,7852","174,7961","50,33574833","19,53282433","986,7000122",91398,3,"7,64",0,0,0,0,0,0,0,0,1,10,"861,2040123","631,9434577",600,"647,8000183",1000,"274,2244",,
20018,"-18,26852","30,55291","7,591822",0,0,"-27,19592","262,457","-126,3006","628,738","331,1335","209,7714","169,9121","50,3357485","19,53282017","985,9000244",91406,3,"7,64",0,0,0,0,0,0,0,0,1,10,"860,4801132","631,2195586",600,"647,0000305",1000,"280,7206",,
20068,"-18,92136","22,65749","7,643942",0,0,"-27,0221","262,457","-126,3006","628,3146","337,7188","206,1873","163,8096","50,3357485","19,53282017","985,9000244",91418,3,"7,64",0,0,0,0,0,0,0,0,1,10,"859,3943609","630,1338063",600,"647,0000305",1000,"287,3059",,
19999,"-18,80479","14,86637","7,478632",0,0,"-26,81924","262,5126","-125,9209","627,8765","343,5947","202,3475","157,2414","50,335748","19,53281483","985,2999878",91431,3,"7,64",0,0,0,0,0,0,0,0,1,10,"858,2182594","628,9577047",600,"646,3999939",1000,"293,1818",,
20005,"-16,64119","10,44687","8,32802",0,0,"-26,61101","262,5126","-125,9209","627,4419","348,8556","198,0581","150,3242","50,335748","19,53281483","985,2999878",91442,3,"7,64",0,0,0,0,0,0,0,0,1,10,"857,2232023","627,9626477",600,"646,3999939",1000,"298,4427",,
20023,"-13,48228","4,769935","6,948666",0,0,"-26,44633","262,5497","-125,5412","626,9929","353,4037","193,0901","143,0867","50,33574767","19,5328095","984,7000122",91454,3,"7,64",0,0,0,0,0,0,0,0,1,10,"856,137796","626,8772414",600,"645,8000183",1000,"302,9908",,
20046,"-9,689227","1,27091","3,019859",0,0,"-26,32862","262,5497","-125,5412","626,5387","357,2193","187,4404","135,5757","50,33574767","19,5328095","984,7000122",91467,3,"7,64",0,0,0,0,0,0,0,0,1,10,"854,9620694","625,7015148",600,"645,8000183",1000,"306,8064",,
20102,"-6,043293","-0,6371247","2,0707",0,0,"-26,23735","262,6053","-125,1615","626,0851","0,009427902","181,081","127,9622","50,33574717","19,53280417","984,0999756",91477,3,"7,64",0,0,0,0,0,0,0,0,1,10,"854,0577564","624,7972018",600,"645,1999817",1000,"-50,4034721",,
20715,"-3,193018","-4,329365","0,1870043",0,0,"-26,19901","262,6053","-125,1615","625,6264","1,521093","174,1387","120,4036","50,33574717","19,53280417","984,0999756",91487,3,"7,64",0,0,0,0,0,0,0,0,1,10,"853,1535234","623,8929688",600,"645,1999817",1000,"-48,891807",,
19997,"3,499297","-3,61529","0,9481365",0,0,"-26,17326","262,6794","-124,7818","625,2211","1,72107","167,7696","114,1722","50,3357465","19,53279883","983,4000244",91488,3,"7,64",0,0,0,0,0,0,0,0,1,10,"853,0631045","623,8025499",600,"644,5000305",1000,"-48,69183",,
20010,"15,68015","-0,01333281","4,014606",0,0,"-26,11532","262,6794","-124,7818","624,7657","0,8786349","160,5259","107,7398","50,3357465","19,53279883","983,4000244",91497,3,"7,64",0,0,0,0,0,0,0,0,1,10,"852,2493704","622,9888158",600,"644,5000305",1000,"-49,5342651",,
20019,"11,94985","-0,667823","-0,36598",0,0,"-26,07982","262,735","-124,4377","624,2936","359,1317","153,518","102,3549","50,335746","19,532794","982,7000122",91515,3,"7,64",0,0,0,0,0,0,0,0,1,10,"850,6220967","621,3615421",600,"643,8000183",1000,"308,7188",,
20001,"18,29094","0,747056","1,407884",0,0,"-26,05572","262,735","-124,4377","623,8182","356,8441","146,7686","98,12802","50,335746","19,532794","982,7000122",91524,3,"7,64",0,0,0,0,0,0,0,0,1,10,"849,808557","620,5480024",600,"643,8000183",1000,"306,4312",,
20266,"19,15759","4,993218","-0,7406328",0,0,"-26,04785","262,7165","-123,8325","623,3358","354,3589","140,4292","95,05294","50,33574617","19,5327855","981,0999756",91530,3,"7,64",0,0,0,0,0,0,0,0,1,10,"849,2662332","620,0056786",600,"642,1999817",1000,"303,946",,
20088,"22,06706","8,033698","-1,412792",0,0,"-26,05217","262,7165","-123,8325","622,8582","352,0657","134,6546","92,95462","50,33574617","19,5327855","981,0999756",91533,3,"7,64",0,0,0,0,0,0,0,0,1,10,"848,9950821","619,7345275",600,"642,1999817",1000,"301,6528",,
20259,"9,831429","4,881851","-5,816076",0,0,"-26,09763","262,6794","-123,5596","622,4391","350,2922","130,1178","91,77219","50,3357465","19,53278167","980,2000122",91535,3,"7,64",0,0,0,0,0,0,0,0,1,10,"848,8143187","619,5537641",600,"641,3000183",1000,"299,8793",,
20006,"20,9451","14,40258","-1,104698",0,0,"-26,14604","262,6794","-123,5596","621,9541","348,7247","125,2092","91,13477","50,3357465","19,53278167","980,2000122",91547,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,7298054","618,4692508",600,"641,3000183",1000,"298,3118",,
20003,"13,27957","11,3778","-4,119822",0,0,"-26,20456","262,6794","-123,5596","621,4741","347,8505","120,579","90,95737","50,3357465","19,53278167","980,2000122",91552,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,2779589","618,0174043",600,"641,3000183",1000,"297,4376",,
20004,"5,964571","8,836061","-7,25152",0,0,"-26,31075","262,6979","-123,263","620,9899","347,3991","116,2811","91,03901","50,33574633","19,5327775","979,4000244",91556,3,"7,64",0,0,0,0,0,0,0,0,1,10,"846,916496","617,6559414",600,"640,5000305",1000,"296,9862",,
20087,"8,968399","13,80497","-5,436959",0,0,"-26,39731","262,6979","-123,263","620,5099","347,2635","112,31","91,16561","50,33574633","19,5327775","979,4000244",91546,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,8201772","618,5596225",600,"640,5000305",1000,"296,8506",,
20436,"4,86808","14,5634","-3,719961",0,0,"-26,40707","262,6979","-122,9782","620,0489","347,6118","108,7863","91,20749","50,33574633","19,5327735","978,5999756",91547,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,7298054","618,4692508",600,"639,6999817",1000,"297,1989",,
20740,"3,594508","12,95189","-5,088246",0,0,"-26,5081","262,6979","-122,9782","619,5924","348,1653","105,6599","91,03233","50,33574633","19,5327735","978,5999756",91545,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,9105497","618,6499951",600,"639,6999817",1000,"297,7524",,
20066,"-2,62452","13,81885","0,3516523",0,0,"-26,52147","262,7165","-122,6934","619,1371","348,8176","103,0326","90,70554","50,33574617","19,5327695","977,7999878",91543,3,"7,64",0,0,0,0,0,0,0,0,1,10,"848,0912971","618,8307425",600,"638,8999939",1000,"298,4047",,
20535,"-2,803898","13,38968","-3,715483",0,0,"-26,52962","262,7165","-122,6934","618,6946","349,4837","100,8354","89,89083","50,33574617","19,5327695","977,7999878",91546,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,8201772","618,5596225",600,"638,8999939",1000,"299,0708",,
20007,"-5,359793","10,33319","-0,1646317",0,0,"-26,52685","262,735","-122,3968","618,2509","350,1152","99,13113","88,76451","50,335746","19,53276533",977,91552,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,2779589","618,0174043",600,"638,1000061",1000,"299,7023",,
20548,"-3,732278","7,363019","-2,764334",0,0,"-26,51903","262,735","-122,3968","617,8035","350,5211","97,8408","87,30232","50,335746","19,53276533",977,91555,3,"7,64",0,0,0,0,0,0,0,0,1,10,"847,0068606","617,7463059",600,"638,1000061",1000,"300,1082",,
20091,"-2,642448","7,75864","-1,257853",0,0,"-26,5183","262,7165","-122,112","617,3647","350,8113","96,94298","85,51218","50,33574617","19,53276133",977,91559,3,"7,64",0,0,0,0,0,0,0,0,1,10,"846,6454073","617,3848527",600,"638,1000061",1000,"300,3984",,
20505,"-4,214233","8,656404","0,8135731",0,0,"-26,48339","262,7165","-122,112","616,9226","351,009","96,31611","83,36395","50,33574617","19,53276133","976,2000122",91569,3,"7,64",0,0,0,0,0,0,0,0,1,10,"845,7418301","616,4812755",600,"637,3000183",1000,"300,5961",,
20013,"-3,727695","7,836083","-1,874593",0,0,"-26,47393","262,7165","-122,112","616,5239","351,0196","96,0384","81,1852","50,33574617","19,53276133","976,2000122",91578,3,"7,64",0,0,0,0,0,0,0,0,1,10,"844,9286789","615,6681243",600,"637,3000183",1000,"300,6067",,
20008,"-2,615316","7,547923","-3,884407",0,0,"-26,4981","262,6794","-121,8747","616,0726","350,9357","95,91178","78,51954","50,3357465","19,532758","975,4000244",91587,3,"7,64",0,0,0,0,0,0,0,0,1,10,"844,1155924","614,8550378",600,"636,5000305",1000,"300,5228",,
20004,"-3,054657","5,493981","-3,933467",0,0,"-26,5559","262,6794","-121,8747","615,6171","350,8787","96,01476","75,74682","50,3357465","19,532758","975,4000244",91592,3,"7,64",0,0,0,0,0,0,0,0,1,10,"843,6639056","614,403351",600,"636,5000305",1000,"300,4658",,
20005,"-0,8422059","3,263267","-6,92573",0,0,"-26,65051","262,6423","-121,6729","615,1523","350,7574","96,28237","72,7937","50,33574683","19,53275517","974,5",91599,3,"7,64",0,0,0,0,0,0,0,0,1,10,"843,0315777","613,7710231",600,"635,6000061",1000,"300,3445",,
