# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Simulation time step (s)
9.9275,1602.2314,167.2668,-19.176,0.0025
9.93,1602.6496,167.2189,-19.1706,0.0025
9.9325,1603.0675,167.171,-19.1651,0.0025
9.935,1603.4854,167.1231,-19.1594,0.0025
9.9375,1603.9032,167.0752,-19.1537,0.0025
9.94,1604.3208,167.0273,-19.1479,0.0025
9.9425,1604.7383,166.9794,-19.1419,0.0025
9.945,1605.1557,166.9316,-19.1359,0.0025
9.9475,1605.573,166.8837,-19.1297,0.0025
9.95,1605.9901,166.8359,-19.1235,0.0025
9.9525,1606.4071,166.7881,-19.1168,0.0025
9.955,1606.824,166.7403,-19.1101,0.0025
9.9575,1607.2408,166.6926,-19.1032,0.0025
9.96,1607.6575,166.6448,-19.0963,0.0025
9.9625,1608.0741,166.5971,-19.0892,0.0025
9.965,1608.4905,166.5494,-19.0821,0.0025
9.9675,1608.9068,166.5017,-19.0749,0.0025
9.97,1609.323,166.454,-19.0675,0.0025
9.9725,1609.7391,166.4063,-19.0601,0.0025
9.975,1610.155,166.3587,-19.0526,0.0025
9.9775,1610.5709,166.3111,-19.045,0.0025
9.98,1610.9866,166.2635,-19.0373,0.0025
9.9825,1611.4022,166.2159,-19.0296,0.0025
9.985,1611.8177,166.1683,-19.0218,0.0025
9.9875,1612.233,166.1208,-19.0139,0.0025
9.99,1612.6483,166.0733,-19.006,0.0025
9.9925,1613.0634,166.0258,-18.998,0.0025
9.995,1613.4784,165.9783,-18.9899,0.0025
9.9975,1613.8933,165.9308,-18.9818,0.0025
10,1614.3081,165.8834,-18.9737,0.0025
10.0025,1614.7227,165.8359,-18.965,0.0025
10.005,1615.1372,165.7885,-18.9562,0.0025
10.0075,1615.5516,165.7412,-18.9474,0.0025
10.01,1615.9659,165.6938,-18.9386,0.0025
10.0125,1616.3801,165.6465,-18.9298,0.0025
10.015,1616.7942,165.5992,-18.9209,0.0025
10.0175,1617.2081,165.5519,-18.9121,0.0025
10.02,1617.6219,165.5046,-18.9032,0.0025
10.0225,1618.0356,165.4573,-18.8944,0.0025
10.025,1618.4492,165.4101,-18.8856,0.0025
10.0275,1618.8627,165.3629,-18.8767,0.0025
10.03,1619.276,165.3157,-18.8679,0.0025
10.0325,1619.6893,165.2686,-18.8591,0.0025
10.035,1620.1024,165.2214,-18.8504,0.0025
10.0375,1620.5154,165.1743,-18.8416,0.0025
10.04,1620.9282,165.1272,-18.8329,0.0025
10.0425,1621.341,165.0802,-18.8242,0.0025
10.045,1621.7536,165.0331,-18.8156,0.0025
10.0475,1622.1662,164.9861,-18.807,0.0025
10.05,1622.5786,164.9391,-18.7985,0.0025
10.0525,1622.9909,164.8921,-18.7893,0.0025
10.055,1623.403,164.8451,-18.7801,0.0025
10.0575,1623.8151,164.7982,-18.771,0.0025
10.06,1624.227,164.7513,-18.7619,0.0025
10.0625,1624.6388,164.7044,-18.753,0.0025
10.065,1625.0505,164.6575,-18.7441,0.0025
10.0675,1625.4621,164.6107,-18.7353,0.0025
10.07,1625.8736,164.5638,-18.7266,0.0025
10.0725,1626.285,164.517,-18.718,0.0025
10.075,1626.6962,164.4702,-18.7095,0.0025
10.0775,1627.1073,164.4235,-18.7011,0.0025
10.08,1627.5183,164.3767,-18.6928,0.0025
10.0825,1627.9292,164.33,-18.6846,0.0025
10.085,1628.34,164.2833,-18.6765,0.0025
10.0875,1628.7506,164.2366,-18.6685,0.0025
10.09,1629.1611,164.19,-18.6607,0.0025
10.0925,1629.5716,164.1433,-18.6529,0.0025
10.095,1629.9819,164.0967,-18.6453,0.0025
10.0975,1630.392,164.0501,-18.6378,0.0025
10.1,1630.8021,164.0035,-18.6304,0.0025
10.1025,1631.2121,163.957,-18.6249,0.0025
10.105,1631.6219,163.9104,-18.6194,0.0025
10.1075,1632.0316,163.8639,-18.6141,0.0025
10.11,1632.4412,163.8173,-18.6089,0.0025
10.1125,1632.8507,163.7708,-18.6038,0.0025
10.115,1633.2601,163.7243,-18.5988,0.0025
10.1175,1633.6693,163.6778,-18.5939,0.0025
10.12,1634.0785,163.6313,-18.5891,0.0025
10.1225,1634.4875,163.5849,-18.5844,0.0025
10.125,1634.8964,163.5384,-18.5799,0.0025
10.1275,1635.3052,163.492,-18.5754,0.0025
10.13,1635.7138,163.4455,-18.571,0.0025
10.1325,1636.1224,163.3991,-18.5667,0.0025
10.135,1636.5308,163.3527,-18.5624,0.0025
10.1375,1636.9392,163.3063,-18.5583,0.0025
10.14,1637.3474,163.2599,-18.5543,0.0025
10.1425,1637.7555,163.2135,-18.5503,0.0025
10.145,1638.1634,163.1672,-18.5464,0.0025
10.1475,1638.5713,163.1208,-18.5426,0.0025
10.15,1638.979,163.0744,-18.5388,0.0025
10.1525,1639.3867,163.0281,-18.5346,0.0025
10.155,1639.7942,162.9818,-18.5304,0.0025
10.1575,1640.2016,162.9355,-18.5262,0.0025
10.16,1640.6089,162.8891,-18.5222,0.0025
10.1625,1641.016,162.8428,-18.5182,0.0025
10.165,1641.4231,162.7966,-18.5142,0.0025
10.1675,1641.83,162.7503,-18.5103,0.0025
10.17,1642.2368,162.704,-18.5064,0.0025
10.1725,1642.6435,162.6577,-18.5026,0.0025
10.175,1643.0501,162.6115,-18.4988,0.0025
10.1775,1643.4566,162.5652,-18.4951,0.0025
10.18,1643.8629,162.519,-18.4914,0.0025
10.1825,1644.2692,162.4728,-18.4877,0.0025
10.185,1644.6753,162.4266,-18.4841,0.0025
10.1875,1645.0813,162.3804,-18.4805,0.0025
10.19,1645.4872,162.3342,-18.4769,0.0025
10.1925,1645.893,162.288,-18.4733,0.0025
10.195,1646.2986,162.2418,-18.4697,0.0025
10.1975,1646.7042,162.1956,-18.4661,0.0025
10.2,1647.1096,162.1495,-18.4626,0.0025
10.2025,1647.5149,162.1033,-18.4587,0.0025
10.205,1647.9201,162.0572,-18.4549,0.0025
10.2075,1648.3252,162.011,-18.451,0.0025
10.21,1648.7302,161.9649,-18.4471,0.0025
10.2125,1649.135,161.9188,-18.4433,0.0025
10.215,1649.5398,161.8727,-18.4394,0.0025
10.2175,1649.9444,161.8266,-18.4355,0.0025
10.22,1650.3489,161.7805,-18.4316,0.0025
10.2225,1650.7533,161.7345,-18.4276,0.0025
10.225,1651.1576,161.6884,-18.4237,0.0025
10.2275,1651.5618,161.6423,-18.4197,0.0025
10.23,1651.9658,161.5963,-18.4157,0.0025
10.2325,1652.3697,161.5503,-18.4116,0.0025
10.235,1652.7736,161.5042,-18.4075,0.0025
10.2375,1653.1773,161.4582,-18.4034,0.0025
10.24,1653.5808,161.4122,-18.3992,0.0025
10.2425,1653.9843,161.3662,-18.395,0.0025
10.245,1654.3877,161.3202,-18.3908,0.0025
10.2475,1654.7909,161.2743,-18.3865,0.0025
10.25,1655.194,161.2283,-18.3821,0.0025
10.2525,1655.5971,161.1824,-18.377,0.0025
10.255,1656,161.1364,-18.3718,0.0025
10.2575,1656.4027,161.0905,-18.3665,0.0025
10.26,1656.8054,161.0446,-18.3612,0.0025
10.2625,1657.208,160.9987,-18.3558,0.0025
10.265,1657.6104,160.9528,-18.3504,0.0025
10.2675,1658.0127,160.9069,-18.345,0.0025
10.27,1658.4149,160.8611,-18.3394,0.0025
10.2725,1658.817,160.8152,-18.3339,0.0025
10.275,1659.219,160.7694,-18.3282,0.0025
10.2775,1659.6209,160.7236,-18.3226,0.0025
10.28,1660.0226,160.6778,-18.3168,0.0025
10.2825,1660.4243,160.632,-18.311,0.0025
10.285,1660.8258,160.5863,-18.3052,0.0025
10.2875,1661.2272,160.5405,-18.2993,0.0025
10.29,1661.6285,160.4948,-18.2934,0.0025
10.2925,1662.0297,160.449,-18.2874,0.0025
10.295,1662.4307,160.4033,-18.2814,0.0025
10.2975,1662.8317,160.3576,-18.2753,0.0025
10.3,1663.2325,160.3119,-18.2692,0.0025
10.3025,1663.6333,160.2663,-18.2626,0.0025
10.305,1664.0339,160.2206,-18.256,0.0025
10.3075,1664.4344,160.175,-18.2494,0.0025
10.31,1664.8347,160.1294,-18.2427,0.0025
10.3125,1665.235,160.0838,-18.236,0.0025
10.315,1665.6352,160.0382,-18.2293,0.0025
10.3175,1666.0352,159.9926,-18.2225,0.0025
10.32,1666.4351,159.9471,-18.2158,0.0025
10.3225,1666.8349,159.9016,-18.2089,0.0025
10.325,1667.2346,159.856,-18.2021,0.0025
10.3275,1667.6342,159.8105,-18.1953,0.0025
10.33,1668.0337,159.7651,-18.1884,0.0025
10.3325,1668.433,159.7196,-18.1815,0.0025
10.335,1668.8323,159.6742,-18.1746,0.0025
10.3375,1669.2314,159.6287,-18.1677,0.0025
10.34,1669.6304,159.5833,-18.1608,0.0025
10.3425,1670.0293,159.5379,-18.1539,0.0025
10.345,1670.4281,159.4926,-18.147,0.0025
10.3475,1670.8268,159.4472,-18.14,0.0025
10.35,1671.2253,159.4019,-18.1331,0.0025
10.3525,1671.6238,159.3565,-18.1275,0.0025
10.355,1672.0221,159.3112,-18.1219,0.0025
10.3575,1672.4203,159.2659,-18.1162,0.0025
10.36,1672.8185,159.2206,-18.1106,0.0025
10.3625,1673.2165,159.1754,-18.105,0.0025
10.365,1673.6143,159.1301,-18.0993,0.0025
10.3675,1674.0121,159.0849,-18.0937,0.0025
10.37,1674.4098,159.0396,-18.0881,0.0025
10.3725,1674.8073,158.9944,-18.0824,0.0025
10.375,1675.2047,158.9492,-18.0768,0.0025
10.3775,1675.602,158.904,-18.0712,0.0025
10.38,1675.9993,158.8589,-18.0655,0.0025
10.3825,1676.3963,158.8137,-18.0599,0.0025
10.385,1676.7933,158.7686,-18.0543,0.0025
10.3875,1677.1902,158.7234,-18.0487,0.0025
10.39,1677.5869,158.6783,-18.043,0.0025
10.3925,1677.9836,158.6332,-18.0374,0.0025
10.395,1678.3801,158.5881,-18.0318,0.0025
10.3975,1678.7765,158.5431,-18.0262,0.0025
10.4,1679.1728,158.498,-18.0206,0.0025
10.4025,1679.569,158.453,-18.0146,0.0025
10.405,1679.9651,158.4079,-18.0086,0.0025
10.4075,1680.361,158.3629,-18.0026,0.0025
10.41,1680.7569,158.3179,-17.9966,0.0025
10.4125,1681.1526,158.2729,-17.9906,0.0025
10.415,1681.5483,158.228,-17.9846,0.0025
10.4175,1681.9438,158.183,-17.9786,0.0025
10.42,1682.3392,158.1381,-17.9727,0.0025
10.4225,1682.7345,158.0932,-17.9668,0.0025
10.425,1683.1296,158.0482,-17.9608,0.0025
10.4275,1683.5247,158.0034,-17.9549,0.0025
10.43,1683.9197,157.9585,-17.949,0.0025
10.4325,1684.3145,157.9136,-17.9432,0.0025
10.435,1684.7092,157.8688,-17.9373,0.0025
10.4375,1685.1038,157.8239,-17.9315,0.0025
10.44,1685.4983,157.7791,-17.9256,0.0025
10.4425,1685.8927,157.7343,-17.9198,0.0025
10.445,1686.287,157.6895,-17.914,0.0025
10.4475,1686.6812,157.6447,-17.9083,0.0025
10.45,1687.0752,157.6,-17.9025,0.0025
10.4525,1687.4692,157.5552,-17.8966,0.0025
10.455,1687.863,157.5105,-17.8906,0.0025
10.4575,1688.2567,157.4658,-17.8847,0.0025
10.46,1688.6503,157.4211,-17.8788,0.0025
10.4625,1689.0438,157.3764,-17.8729,0.0025
10.465,1689.4372,157.3317,-17.8671,0.0025
10.4675,1689.8305,157.287,-17.8613,0.0025
10.47,1690.2237,157.2424,-17.8555,0.0025
10.4725,1690.6167,157.1977,-17.8498,0.0025
10.475,1691.0097,157.1531,-17.844,0.0025
10.4775,1691.4025,157.1085,-17.8383,0.0025
10.48,1691.7952,157.0639,-17.8327,0.0025
10.4825,1692.1878,157.0194,-17.827,0.0025
10.485,1692.5803,156.9748,-17.8214,0.0025
10.4875,1692.9727,156.9303,-17.8158,0.0025
10.49,1693.3649,156.8857,-17.8103,0.0025
10.4925,1693.7571,156.8412,-17.8048,0.0025
10.495,1694.1492,156.7967,-17.7993,0.0025
10.4975,1694.5411,156.7522,-17.7939,0.0025
10.5,1694.9329,156.7077,-17.7885,0.0025
10.5025,1695.3246,156.6633,-17.7827,0.0025
10.505,1695.7162,156.6188,-17.777,0.0025
10.5075,1696.1077,156.5744,-17.7713,0.0025
10.51,1696.4991,156.53,-17.7657,0.0025
10.5125,1696.8904,156.4856,-17.7601,0.0025
10.515,1697.2815,156.4412,-17.7545,0.0025
10.5175,1697.6726,156.3968,-17.749,0.0025
10.52,1698.0635,156.3524,-17.7435,0.0025
10.5225,1698.4543,156.3081,-17.7381,0.0025
10.525,1698.8451,156.2637,-17.7327,0.0025
10.5275,1699.2357,156.2194,-17.7273,0.0025
10.53,1699.6261,156.1751,-17.7219,0.0025
10.5325,1700.0165,156.1308,-17.7166,0.0025
10.535,1700.4068,156.0865,-17.7114,0.0025
10.5375,1700.797,156.0422,-17.7062,0.0025
10.54,1701.187,155.998,-17.701,0.0025
10.5425,1701.577,155.9537,-17.6958,0.0025
10.545,1701.9668,155.9095,-17.6907,0.0025
10.5475,1702.3565,155.8653,-17.6857,0.0025
10.55,1702.7461,155.8211,-17.6806,0.0025
10.5525,1703.1356,155.7769,-17.6772,0.0025
10.555,1703.525,155.7327,-17.6738,0.0025
10.5575,1703.9143,155.6885,-17.6705,0.0025
10.56,1704.3034,155.6443,-17.6671,0.0025
10.5625,1704.6925,155.6002,-17.6638,0.0025
10.565,1705.0814,155.556,-17.6605,0.0025
10.5675,1705.4703,155.5119,-17.6572,0.0025
10.57,1705.859,155.4677,-17.654,0.0025
10.5725,1706.2476,155.4236,-17.6507,0.0025
10.575,1706.6361,155.3795,-17.6475,0.0025
10.5775,1707.0245,155.3354,-17.6442,0.0025
10.58,1707.4128,155.2913,-17.641,0.0025
10.5825,1707.801,155.2472,-17.6377,0.0025
10.585,1708.189,155.2031,-17.6345,0.0025
10.5875,1708.577,155.159,-17.6313,0.0025
10.59,1708.9648,155.1149,-17.628,0.0025
10.5925,1709.3526,155.0708,-17.6247,0.0025
10.595,1709.7402,155.0268,-17.6215,0.0025
10.5975,1710.1277,154.9827,-17.6182,0.0025
10.6,1710.5151,154.9387,-17.6149,0.0025
10.6025,1710.9024,154.8947,-17.6104,0.0025
10.605,1711.2896,154.8506,-17.6059,0.0025
10.6075,1711.6766,154.8066,-17.6014,0.0025
10.61,1712.0636,154.7626,-17.5968,0.0025
10.6125,1712.4504,154.7186,-17.5922,0.0025
10.615,1712.8372,154.6747,-17.5877,0.0025
10.6175,1713.2238,154.6307,-17.583,0.0025
10.62,1713.6103,154.5868,-17.5784,0.0025
